x1,x2
-19.20503893,15.9058799
-8.081249148,30.32248456
-21.28431164,22.40720971
-14.66146592,25.6685217
-6.461822146,17.40666345
-18.04193043,25.89450755
-17.39810117,17.04760852
-18.22551622,19.80156484
-16.49042647,23.28097252
-14.38542011,19.87038519
-8.953712363,21.403519
-19.11815927,26.06410875
-20.53011268,11.76004691
-15.93619315,23.83353216
-20.52917107,18.72095854
-15.88862222,27.43284963
-18.20504169,18.89788164
-26.16455122,26.99821323
-14.06832084,24.08706525
-16.59831393,20.49695586
-10.82953814,32.37207599
-10.65473376,27.81623083
-8.057666216,26.4299616
-11.89846726,26.3763864
-11.37341641,30.39398113
-16.97343901,29.4200357
-8.452022017,25.99295463
-8.091392899,18.89640672
-18.91231194,18.4669893
-19.93385018,21.18959405
-14.1345883,20.53560484
-10.21128868,23.6561516
-4.729344302,19.06345776
-9.769293942,26.4416431
-8.508130845,24.5011252
-11.19704587,9.399536824
-21.05448568,20.04838056
-26.06230993,25.60102586
-24.92519955,15.53311655
-16.88281841,21.41956206
-8.476150251,20.92966291
-20.29639178,25.69226497
-16.71612609,16.03329115
-6.924961225,18.89351828
-18.7473108,25.82540919
-13.71559133,20.0341867
-21.02505076,21.76457687
-18.95556985,33.75002879
-20.34134729,21.02270613
-17.13211773,13.92629138
-9.53715523,29.05872046
-15.98306214,19.71585519
-11.88081058,18.90843197
-20.0202479,27.41886412
-17.69312109,23.92962634
-21.82880091,35.3726449
-13.51028083,21.92261813
-17.91344903,25.2146134
-17.74526427,24.44332687
-16.33362353,15.38347207
-23.25886591,24.02064396
-13.37849007,33.43544674
-20.6218996,26.67821824
-15.32633657,18.53926973
-21.68719834,25.77268445
-19.67324814,23.97283649
-28.55798996,28.03746917
-19.63547844,17.59703031
-24.57007746,27.54451234
-19.68822983,27.88697076
-19.39264583,19.98697445
-19.58298596,17.17762272
-16.80299922,26.11421472
-18.45997401,26.26396978
-16.63824833,33.37424132
-19.56713291,27.23498787
-14.00781777,31.40960934
-18.35499083,33.92080143
-18.10008657,30.08506587
-21.94618446,27.50663025
-16.72574685,22.9679241
-28.01564696,17.40013919
-14.5130078,24.99267994
-19.59777205,29.24764443
-16.18579891,28.63023075
-23.20276566,26.73161461
-7.802156987,31.79998502
-22.19266258,23.55364349
-20.29160075,34.44125679
-22.60920028,24.91312115
-15.45702636,27.70465304
-25.48655334,22.29674857
-17.47651045,24.58890069
-15.84512944,24.83965046
-15.4860503,24.25472107
-18.60460188,24.9182965
-22.34226579,18.06913694
-23.39681175,28.30901873
-21.69495029,19.16741444
-21.16473914,27.0370277
-30.93097982,22.97318729
-15.36300205,18.68810808
-17.74578244,27.15666105
-20.16719316,17.79751186
-21.58332344,34.49916677
-16.90912971,27.65411175
-22.60618543,29.44542254
-31.37334822,17.0285459
-25.395393,27.73568481
-15.30934259,19.94463233
-26.55636455,31.46973182
-13.761136,23.30330132
-8.952945542,9.427795415
-21.33544069,23.37362772
-28.86668967,23.17060534
-18.19720064,30.44595425
-30.0449317,24.71101308
-20.02875753,26.06997813
-22.16190028,27.03119402
-23.510159,27.40028436
-16.72090826,24.66941595
-18.22537204,22.9358442
-29.31263819,19.58400081
-31.0122192,24.73321866
-17.57163025,13.40370913
-21.48850835,22.44798699
-25.00924261,20.28970549
-16.86282849,19.31109663
