1,x1,x1^2,y
1.0,0.0014285714285714286,2.040816326530612e-06,-0.05806151071428571
1.0,0.007142857142857143,5.10204081632653e-05,0.4815016689285714
1.0,0.018571428571428572,0.0003448979591836735,0.2844870432142857
1.0,0.02,0.0004,0.6891261425
1.0,0.02142857142857143,0.0004591836734693878,1.122109284285714
1.0,0.027142857142857142,0.000736734693877551,0.6181228714285714
1.0,0.032857142857142856,0.0010795918367346939,1.7523946785714286
1.0,0.03428571428571429,0.0011755102040816327,1.576523880357143
1.0,0.041428571428571426,0.0017163265306122447,1.5479894817857143
1.0,0.047142857142857146,0.002222448979591837,1.4787376639285714
1.0,0.05142857142857143,0.0026448979591836732,2.309740051785714
1.0,0.05285714285714286,0.0027938775510204083,1.9494768410714287
1.0,0.055714285714285716,0.0031040816326530613,2.0251517821428573
1.0,0.05714285714285714,0.0032653061224489793,1.9388087864285712
1.0,0.06142857142857143,0.003773469387755102,2.4431799342857143
1.0,0.08142857142857143,0.00663061224489796,2.2414509867857144
1.0,0.08714285714285715,0.007593877551020409,2.8145047539285715
1.0,0.09285714285714286,0.008622448979591838,3.0306444935714287
1.0,0.09857142857142857,0.009716326530612246,3.2484046357142855
1.0,0.11285714285714285,0.012736734693877549,3.9381633360714283
1.0,0.11428571428571428,0.013061224489795917,3.6506882803571425
1.0,0.12,0.0144,3.4634485475
1.0,0.12571428571428572,0.015804081632653063,4.027055764642857
1.0,0.12714285714285714,0.01616530612244898,3.9104298914285716
1.0,0.13857142857142857,0.01920204081632653,3.7784025857142858
1.0,0.14,0.019600000000000003,4.4744285075
1.0,0.14285714285714285,0.02040816326530612,4.202787286071429
1.0,0.15714285714285714,0.024693877551020406,4.417964688928571
1.0,0.16,0.0256,3.5470024
1.0,0.16142857142857142,0.026059183673469384,3.843830084285714
1.0,0.16428571428571428,0.026989795918367348,3.5151223328571426
1.0,0.16857142857142857,0.028416326530612244,4.564063998214285
1.0,0.18142857142857144,0.03291632653061225,4.132549829285715
1.0,0.19142857142857142,0.03664489795918367,3.588135689285714
1.0,0.1957142857142857,0.03830408163265306,3.5709169246428574
1.0,0.19857142857142857,0.03943061224489796,4.2506998057142855
1.0,0.20142857142857143,0.0405734693877551,3.2181358317857143
1.0,0.20285714285714285,0.041151020408163264,3.8000359885714285
1.0,0.2257142857142857,0.050946938775510195,2.927407812142857
1.0,0.22714285714285715,0.05159387755102041,2.973030646428571
1.0,0.23142857142857143,0.05355918367346939,2.6580774067857145
1.0,0.24571428571428572,0.060375510204081634,3.0316129021428573
1.0,0.25142857142857145,0.06321632653061225,2.9179114067857146
1.0,0.2542857142857143,0.06466122448979592,2.452200315357143
1.0,0.26857142857142857,0.07213061224489796,2.359508738214285
1.0,0.29,0.0841,2.2199968199999995
1.0,0.30857142857142855,0.09521632653061224,1.520009015714286
1.0,0.32142857142857145,0.10331632653061226,1.3674639792857146
1.0,0.32285714285714284,0.10423673469387754,1.7327229135714286
1.0,0.3242857142857143,0.10516122448979592,1.226227727857143
1.0,0.32571428571428573,0.10608979591836736,1.236963982142857
1.0,0.33,0.10890000000000001,1.2509708224999998
1.0,0.33714285714285713,0.11366530612244898,1.5016618964285715
1.0,0.3385714285714286,0.11463061224489797,0.9712208857142852
1.0,0.3457142857142857,0.11951836734693877,1.3852483171428573
1.0,0.35,0.12249999999999998,1.45587769
1.0,0.3514285714285714,0.12350204081632653,0.6776328292857143
1.0,0.35428571428571426,0.12551836734693875,0.9431191428571428
1.0,0.3585714285714286,0.12857346938775513,1.1899420657142858
1.0,0.36857142857142855,0.13584489795918367,1.2884714582142855
1.0,0.3871428571428571,0.1498795918367347,1.5140307664285715
1.0,0.3942857142857143,0.15546122448979593,1.378630115357143
1.0,0.3985714285714286,0.15885918367346938,1.2281790082142856
1.0,0.40714285714285714,0.16576530612244897,2.0101215889285715
1.0,0.4085714285714286,0.16693061224489797,1.9575594782142853
1.0,0.42,0.17639999999999997,1.6297689550000003
1.0,0.42857142857142855,0.18367346938775508,2.1031281907142856
1.0,0.43,0.18489999999999998,1.9447743899999999
1.0,0.43142857142857144,0.18613061224489796,2.2333813142857144
1.0,0.4328571428571429,0.187365306122449,2.736248786071428
1.0,0.4471428571428571,0.19993673469387754,2.9405370089285716
1.0,0.45,0.2025,2.5409102199999998
1.0,0.46,0.2116,3.075502125
1.0,0.4614285714285714,0.21291632653061224,3.174412209285714
1.0,0.47,0.22089999999999999,3.3868586374999996
1.0,0.4757142857142857,0.22630408163265306,3.6789016021428567
1.0,0.4785714285714286,0.22903061224489799,3.8175404807142863
1.0,0.48,0.2304,3.5463590074999995
1.0,0.4957142857142857,0.2457326530612245,4.194209877142858
1.0,0.49714285714285716,0.24715102040816328,5.023007551428572
1.0,0.5128571428571429,0.26302244897959187,5.205535601071429
1.0,0.5171428571428571,0.2674367346938775,6.3869669389285715
1.0,0.5271428571428571,0.27787959183673466,5.866821061428571
1.0,0.5457142857142857,0.29780408163265304,6.869560789642858
1.0,0.5485714285714286,0.300930612244898,6.618682850714286
1.0,0.55,0.30250000000000005,6.46950251
1.0,0.5528571428571428,0.3056510204081632,6.315812666071428
1.0,0.5585714285714286,0.3120020408163266,7.020121243214286
1.0,0.56,0.31360000000000005,6.8746029774999995
1.0,0.5642857142857143,0.3184183673469388,6.359022340357144
1.0,0.5657142857142857,0.3200326530612245,6.677094467142858
1.0,0.5742857142857143,0.32980408163265307,6.437182505357143
1.0,0.58,0.3364,6.674610307499999
1.0,0.5928571428571429,0.3514795918367347,7.361259018571428
1.0,0.62,0.3844,7.3325583725
1.0,0.6228571428571429,0.3879510204081633,7.621420828571429
1.0,0.6471428571428571,0.4187938775510204,7.208616623928571
1.0,0.65,0.42250000000000004,7.974424235
1.0,0.6542857142857142,0.4280897959183673,8.066813920357143
1.0,0.6585714285714286,0.43371632653061226,8.154626420714285
1.0,0.6628571428571428,0.43937959183673464,7.302337428571429
1.0,0.6671428571428571,0.4450795918367347,7.6295536664285715
1.0,0.6842857142857143,0.4682469387755102,8.297211412857143
1.0,0.6857142857142857,0.4702040816326531,7.907795964642856
1.0,0.6885714285714286,0.474130612244898,7.757407565714287
1.0,0.69,0.4760999999999999,7.876061085
1.0,0.6914285714285714,0.4780734693877551,7.855661931785715
1.0,0.7042857142857143,0.49601836734693877,8.348706840357144
1.0,0.7157142857142857,0.5122469387755102,7.978054727142858
1.0,0.7171428571428572,0.5142938775510205,8.192531913928573
1.0,0.7257142857142858,0.526661224489796,8.547817517142857
1.0,0.7328571428571429,0.5370795918367347,8.286902726071428
1.0,0.7385714285714285,0.5454877551020407,8.939947030714286
1.0,0.7514285714285714,0.5646448979591837,8.993639344285713
1.0,0.76,0.5776,8.8588947375
1.0,0.7628571428571429,0.5819510204081634,8.686965781071429
1.0,0.7671428571428571,0.5885081632653061,9.091648336428571
1.0,0.7685714285714286,0.5907020408163265,9.075436158214286
1.0,0.77,0.5929,8.782554735000002
1.0,0.7771428571428571,0.6039510204081633,9.149224753928571
1.0,0.79,0.6241000000000001,9.079178030000001
1.0,0.7914285714285715,0.6263591836734694,9.446223761785713
