1,x1,x1^2,x1^3,x1^4,y
1.0,0.0014285714285714286,2.040816326530612e-06,2.9154518950437316e-09,4.164931278633902e-12,-0.05806151071428571
1.0,0.007142857142857143,5.10204081632653e-05,3.6443148688046643e-07,2.6030820491461886e-09,0.4815016689285714
1.0,0.018571428571428572,0.0003448979591836735,6.405247813411079e-06,1.189546022490629e-07,0.2844870432142857
1.0,0.02,0.0004,8.000000000000001e-06,1.6000000000000003e-07,0.6891261425
1.0,0.02142857142857143,0.0004591836734693878,9.839650145772595e-06,2.1084964598084133e-07,1.122109284285714
1.0,0.027142857142857142,0.000736734693877551,1.9997084548104956e-05,5.427780091628488e-07,0.6181228714285714
1.0,0.032857142857142856,0.0010795918367346939,3.547230320699708e-05,1.1655185339441898e-06,1.7523946785714286
1.0,0.03428571428571429,0.0011755102040816327,4.030320699708455e-05,1.3818242399000417e-06,1.576523880357143
1.0,0.041428571428571426,0.0017163265306122447,7.110495626822157e-05,2.945776759683465e-06,1.5479894817857143
1.0,0.047142857142857146,0.002222448979591837,0.0001047725947521866,4.939279466888798e-06,1.4787376639285714
1.0,0.05142857142857143,0.0026448979591836732,0.00013602332361516034,6.99548521449396e-06,2.309740051785714
1.0,0.05285714285714286,0.0027938775510204083,0.00014767638483965015,7.805751770095794e-06,1.9494768410714287
1.0,0.055714285714285716,0.0031040816326530613,0.00017294169096209914,9.635322782174095e-06,2.0251517821428573
1.0,0.05714285714285714,0.0032653061224489793,0.0001865889212827988,1.0662224073302789e-05,1.9388087864285712
1.0,0.06142857142857143,0.003773469387755102,0.000231798833819242,1.4239071220324865e-05,2.4431799342857143
1.0,0.08142857142857143,0.00663061224489796,0.0005399212827988339,4.3965018742190766e-05,2.2414509867857144
1.0,0.08714285714285715,0.007593877551020409,0.0006617521865889213,5.766697625989172e-05,2.8145047539285715
1.0,0.09285714285714286,0.008622448979591838,0.000800655976676385,7.434662640566433e-05,3.0306444935714287
1.0,0.09857142857142857,0.009716326530612246,0.0009577521865889214,9.44070012494794e-05,3.2484046357142855
1.0,0.11285714285714285,0.012736734693877549,0.0014374314868804661,0.00016222441066222402,3.9381633360714283
1.0,0.11428571428571428,0.013061224489795917,0.0014927113702623905,0.00017059558517284462,3.6506882803571425
1.0,0.12,0.0144,0.001728,0.00020736,3.4634485475
1.0,0.12571428571428572,0.015804081632653063,0.0019867988338192425,0.0002497689962515619,4.027055764642857
1.0,0.12714285714285714,0.01616530612244898,0.0020553032069970845,0.00026131712203248644,3.9104298914285716
1.0,0.13857142857142857,0.01920204081632653,0.0026608542274052477,0.00036871837151187,3.7784025857142858
1.0,0.14,0.019600000000000003,0.0027440000000000008,0.00038416000000000014,4.4744285075
1.0,0.14285714285714285,0.02040816326530612,0.0029154518950437313,0.00041649312786339016,4.202787286071429
1.0,0.15714285714285714,0.024693877551020406,0.0038804664723032065,0.0006097875885047896,4.417964688928571
1.0,0.16,0.0256,0.004096000000000001,0.0006553600000000001,3.5470024
1.0,0.16142857142857142,0.026059183673469384,0.004206696793002914,0.0006790810537276133,3.843830084285714
1.0,0.16428571428571428,0.026989795918367348,0.004434037900874635,0.0007284490837151186,3.5151223328571426
1.0,0.16857142857142857,0.028416326530612244,0.004790180758017492,0.0008074876134943772,4.564063998214285
1.0,0.18142857142857144,0.03291632653061225,0.005971962099125366,0.0010834845522698878,4.132549829285715
1.0,0.19142857142857142,0.03664489795918367,0.007014880466472303,0.0013428485464389837,3.588135689285714
1.0,0.1957142857142857,0.03830408163265306,0.0074966559766763835,0.0014672026697209492,3.5709169246428574
1.0,0.19857142857142857,0.03943061224489796,0.007829793002915452,0.001554773182007497,4.2506998057142855
1.0,0.20142857142857143,0.0405734693877551,0.008172655976676385,0.0016462064181591003,3.2181358317857143
1.0,0.20285714285714285,0.041151020408163264,0.008347778425655976,0.0016934064806330693,3.8000359885714285
1.0,0.2257142857142857,0.050946938775510195,0.01149945189504373,0.0025955905705955843,2.927407812142857
1.0,0.22714285714285715,0.05159387755102041,0.011719180758017493,0.0026619282007496877,2.973030646428571
1.0,0.23142857142857143,0.05355918367346939,0.012395125364431487,0.0028685861557684296,2.6580774067857145
1.0,0.24571428571428572,0.060375510204081634,0.014835125364431488,0.0036452022324031655,3.0316129021428573
1.0,0.25142857142857145,0.06321632653061225,0.01589439067055394,0.003996303940024991,2.9179114067857146
1.0,0.2542857142857143,0.06466122448979592,0.016442425655976676,0.004181073952519783,2.452200315357143
1.0,0.26857142857142857,0.07213061224489796,0.019372221574344022,0.005202825222823823,2.359508738214285
1.0,0.29,0.0841,0.024388999999999997,0.007072809999999999,2.2199968199999995
1.0,0.30857142857142855,0.09521632653061224,0.02938103790087463,0.009066148837984171,1.520009015714286
1.0,0.32142857142857145,0.10331632653061226,0.03320881924198252,0.010674263327780096,1.3674639792857146
1.0,0.32285714285714284,0.10423673469387754,0.033653574344023315,0.010865296859641813,1.7327229135714286
1.0,0.3242857142857143,0.10516122448979592,0.03410228279883382,0.011058883136193255,1.226227727857143
1.0,0.32571428571428573,0.10608979591836736,0.03455496209912537,0.011255044798000836,1.236963982142857
1.0,0.33,0.10890000000000001,0.035937000000000004,0.011859210000000002,1.2509708224999998
1.0,0.33714285714285713,0.11366530612244898,0.03832144606413994,0.012919801815910036,1.5016618964285715
1.0,0.3385714285714286,0.11463061224489797,0.0388106501457726,0.01314017726364015,0.9712208857142852
1.0,0.3457142857142857,0.11951836734693877,0.041319206997084544,0.014284640133277798,1.3852483171428573
1.0,0.35,0.12249999999999998,0.04287499999999999,0.015006249999999995,1.45587769
1.0,0.3514285714285714,0.12350204081632653,0.04340214577259475,0.015252754085797583,0.6776328292857143
1.0,0.35428571428571426,0.12551836734693875,0.044469364431486864,0.015754860541441058,0.9431191428571428
1.0,0.3585714285714286,0.12857346938775513,0.0461027725947522,0.016531137030404004,1.1899420657142858
1.0,0.36857142857142855,0.13584489795918367,0.05006854810495626,0.018453836301541023,1.2884714582142855
1.0,0.3871428571428571,0.1498795918367347,0.058024813411078714,0.022463892049146186,1.5140307664285715
1.0,0.3942857142857143,0.15546122448979593,0.06129613994169097,0.024168192319866725,1.378630115357143
1.0,0.3985714285714286,0.15885918367346938,0.06331673177842566,0.025236240237401085,1.2281790082142856
1.0,0.40714285714285714,0.16576530612244897,0.06749016034985422,0.027478136713869217,2.0101215889285715
1.0,0.4085714285714286,0.16693061224489797,0.06820307871720117,0.02786582930445648,1.9575594782142853
1.0,0.42,0.17639999999999997,0.07408799999999999,0.031116959999999992,1.6297689550000003
1.0,0.42857142857142855,0.18367346938775508,0.07871720116618075,0.033735943356934604,2.1031281907142856
1.0,0.43,0.18489999999999998,0.079507,0.03418801,1.9447743899999999
1.0,0.43142857142857144,0.18613061224489796,0.08030206413994169,0.03464460481466056,2.2333813142857144
1.0,0.4328571428571429,0.187365306122449,0.08110241107871721,0.035105757938359024,2.736248786071428
1.0,0.4471428571428571,0.19993673469387754,0.08940028279883382,0.039974697880049974,2.9405370089285716
1.0,0.45,0.2025,0.09112500000000001,0.04100625000000001,2.5409102199999998
1.0,0.46,0.2116,0.097336,0.044774560000000005,3.075502125
1.0,0.4614285714285714,0.21291632653061224,0.09824567638483964,0.04533336210329029,3.174412209285714
1.0,0.47,0.22089999999999999,0.10382299999999998,0.04879680999999999,3.3868586374999996
1.0,0.4757142857142857,0.22630408163265306,0.10765608454810495,0.051213537363598495,3.6789016021428567
1.0,0.4785714285714286,0.22903061224489799,0.10960750728862975,0.052455021345272815,3.8175404807142863
1.0,0.48,0.2304,0.110592,0.05308416,3.5463590074999995
1.0,0.4957142857142857,0.2457326530612245,0.12181318658892129,0.060384536780508126,4.194209877142858
1.0,0.49714285714285716,0.24715102040816328,0.1228693644314869,0.061083626888796344,5.023007551428572
1.0,0.5128571428571429,0.26302244897959187,0.13489294169096214,0.06918080866722201,5.205535601071429
1.0,0.5171428571428571,0.2674367346938775,0.13830299708454807,0.07152240706372343,6.3869669389285715
1.0,0.5271428571428571,0.27787959183673466,0.14648224198250728,0.07721706755935026,5.866821061428571
1.0,0.5457142857142857,0.29780408163265304,0.1625159416909621,0.08868727103706789,6.869560789642858
1.0,0.5485714285714286,0.300930612244898,0.16508193586005832,0.09055923338608914,6.618682850714286
1.0,0.55,0.30250000000000005,0.16637500000000005,0.09150625000000004,6.46950251
1.0,0.5528571428571428,0.3056510204081632,0.16898134985422736,0.0934225462765514,6.315812666071428
1.0,0.5585714285714286,0.3120020408163266,0.17427542565597673,0.09734527347355272,7.020121243214286
